id,property_type,neighborhood,original_price,sale_price,days_to_sell,agent
2765,Apartment,Ballard,931683,1076764,26,David Williams
2766,Apartment,Ballard,1361370,1536739,1,Tom Jones
2767,House,West Seattle,640901,610720,106,Lisa Smith
2768,Apartment,Beacon Hill,738366,859101,74,David Davis
2769,Condo,West Seattle,1129869,1326418,67,Tom Wilson
2770,Condo,Ballard,850041,779308,31,Emily Wilson
2771,Apartment,Capitol Hill,1490097,1693131,55,Laura Jones
2772,Condo,South Lake Union,432151,433374,39,Sarah Moore
2773,House,West Seattle,407708,469662,79,Laura Smith
2774,House,South Lake Union,1134184,1145262,112,Mike Johnson
2775,Apartment,Northgate,1150299,1090219,44,David Johnson
2776,Apartment,Capitol Hill,1242429,1286787,99,John Davis
2777,Condo,Ballard,326149,332765,39,Tom Taylor
2778,Apartment,Capitol Hill,1114238,1081225,86,Laura Wilson
2779,House,Ballard,449797,527396,76,John Williams
2780,Condo,Ballard,1021561,963398,111,Laura Taylor
2781,Condo,West Seattle,301417,349844,35,Chris Miller
2782,Apartment,South Lake Union,620851,657963,21,Lisa Johnson
2783,Apartment,Capitol Hill,397193,469922,88,Laura Jones
2784,House,Northgate,758408,890779,62,David Williams
2785,Condo,Beacon Hill,1310705,1392613,94,Emily Davis
2786,House,West Seattle,1032351,1173002,63,David Johnson
2787,House,South Lake Union,1487196,1657835,82,Laura Taylor
2788,Condo,West Seattle,951432,908661,97,David Davis
2789,Condo,Northgate,569877,601047,118,Tom Taylor
2790,House,Capitol Hill,365061,371166,62,Mike Smith
2791,Condo,Ballard,916627,1029504,56,Laura Johnson
2792,Condo,Northgate,1407530,1327547,27,Tom Davis
2793,House,Beacon Hill,814991,922674,51,David Wilson
2794,House,Beacon Hill,1365080,1289924,68,Emily Williams
2795,House,Capitol Hill,993876,1150304,67,Jane Davis
2796,Condo,Capitol Hill,578785,596721,56,Mike Smith
2797,Apartment,Capitol Hill,643961,724733,79,Lisa Wilson
2798,Condo,West Seattle,1038435,940833,65,John Johnson
2799,Apartment,Northgate,867929,802047,72,John Moore
2800,House,Northgate,1410960,1455828,92,Emily Williams
2801,Condo,Ballard,1229741,1185335,85,Mike Smith
2802,Apartment,West Seattle,846014,875040,29,Chris Moore
2803,House,Capitol Hill,1010830,1119475,6,Tom Jones
2804,Apartment,West Seattle,1111894,1319860,13,Emily Johnson
2805,House,Northgate,1143570,1274380,48,Sarah Smith
2806,Condo,Northgate,1372974,1252514,32,Sarah Wilson
2807,House,Ballard,660714,629022,55,Jane Brown
2808,Apartment,West Seattle,1108274,1020687,96,John Brown
2809,Condo,Capitol Hill,423828,473545,9,Sarah Williams
2810,House,Capitol Hill,905526,981134,9,David Miller
2811,Apartment,Beacon Hill,1362787,1343451,19,Sarah Jones
2812,Condo,West Seattle,852330,790099,110,Lisa Wilson
2813,House,Beacon Hill,605427,703680,112,Jane Johnson
2814,Apartment,Capitol Hill,1321227,1395899,4,Emily Johnson
2815,House,West Seattle,1051894,962132,111,Emily Johnson
2816,House,West Seattle,314157,360961,100,Laura Jones
2817,Apartment,South Lake Union,1026092,1002596,48,David Smith
2818,Condo,South Lake Union,788371,880810,54,Tom Wilson
2819,Condo,Ballard,407260,484596,48,Emily Jones
2820,House,Ballard,1453574,1664775,92,Sarah Williams
2821,Condo,Ballard,838270,868976,2,Chris Miller
2822,Apartment,South Lake Union,1416266,1281430,88,David Davis
2823,Apartment,Downtown,492560,570093,111,Jane Smith
2824,House,Beacon Hill,741837,668653,7,Sarah Taylor
2825,Condo,South Lake Union,425165,499612,76,John Williams
2826,Condo,Beacon Hill,1102392,1133871,90,Chris Moore
2827,House,Northgate,1072819,981755,93,Laura Johnson
2828,House,Ballard,833198,936273,20,Emily Wilson
2829,Apartment,Capitol Hill,382273,361314,93,Laura Wilson
2830,Apartment,Ballard,837650,808764,109,David Miller
2831,Condo,Ballard,638834,596945,4,Sarah Moore
2832,Apartment,South Lake Union,1238247,1276612,58,Laura Davis
2833,House,South Lake Union,617750,628959,24,Lisa Moore
2834,Apartment,Downtown,519803,469308,44,Lisa Smith
2835,Condo,Northgate,817839,907539,46,Mike Davis
2836,House,South Lake Union,1294380,1229170,104,John Wilson
2837,Apartment,Beacon Hill,328230,363398,55,Jane Wilson
2838,Apartment,West Seattle,339425,330536,1,Laura Taylor
2839,Apartment,Beacon Hill,1429306,1604878,38,Chris Taylor
2840,Apartment,Beacon Hill,470661,441103,4,Sarah Smith
2841,House,Ballard,682225,724665,93,Tom Davis
2842,Condo,Northgate,543017,645030,28,Sarah Davis
2843,House,South Lake Union,960026,992521,47,Tom Jones
2844,Apartment,Ballard,505662,599724,82,Tom Williams
2845,House,Beacon Hill,1187612,1301120,21,Jane Davis
2846,Apartment,Capitol Hill,802840,922460,51,Mike Brown
2847,Apartment,West Seattle,1023296,1099683,105,Emily Wilson
2848,Apartment,Ballard,1007005,1086326,3,Tom Taylor
2849,Condo,Ballard,720630,811256,47,Tom Smith
2850,House,South Lake Union,700323,833261,111,Jane Brown
2851,Condo,Northgate,1300099,1366734,20,Sarah Moore
2852,Apartment,Beacon Hill,552537,647009,120,Emily Williams
2853,Apartment,West Seattle,368690,409025,114,Chris Smith
2854,Apartment,Ballard,1262817,1385973,75,Emily Johnson
2855,Condo,South Lake Union,520476,588752,88,Mike Jones
2856,Apartment,Capitol Hill,633347,684134,109,David Davis
2857,Condo,South Lake Union,911085,999649,97,Tom Wilson
2858,Apartment,South Lake Union,1222995,1454897,42,David Johnson
2859,Apartment,Capitol Hill,580230,628162,19,Laura Moore
2860,Apartment,West Seattle,1331199,1221586,11,Chris Smith
2861,Condo,Beacon Hill,638031,592550,111,Tom Taylor
2862,Condo,Ballard,727223,806590,103,Jane Johnson
2863,House,Northgate,516366,515666,54,Emily Davis
2864,Apartment,Ballard,700049,761890,72,Chris Smith
2865,Apartment,Capitol Hill,938093,1109237,119,John Davis
2866,Condo,Beacon Hill,711120,820280,19,Mike Jones
2867,House,Ballard,629292,738932,88,Jane Davis
2868,Condo,South Lake Union,769779,776238,32,Emily Brown
2869,House,South Lake Union,556053,615141,89,Emily Johnson
2870,Condo,Ballard,642282,626840,97,John Williams
2871,Apartment,Capitol Hill,528810,540499,97,Laura Jones
2872,Apartment,South Lake Union,1074007,1076092,45,Sarah Taylor
2873,Condo,Capitol Hill,1297794,1233696,6,Sarah Taylor
2874,Apartment,Downtown,851117,912369,88,Laura Johnson
2875,Apartment,Northgate,1380938,1559288,82,Laura Miller
2876,Apartment,Capitol Hill,1183449,1200519,117,Sarah Williams
2877,Condo,South Lake Union,1076822,1135691,26,Tom Davis
2878,House,Downtown,1236291,1368104,2,Emily Johnson
2879,Condo,Downtown,712591,790733,15,Sarah Smith
2880,House,Beacon Hill,700952,684269,89,David Johnson
2881,House,Ballard,1121228,1159371,18,Sarah Jones
2882,House,West Seattle,467259,465561,116,Tom Wilson
2883,Apartment,South Lake Union,1042446,1117776,64,Mike Miller
2884,House,West Seattle,1463968,1341301,5,Chris Taylor
2885,Apartment,Beacon Hill,649683,761475,73,Mike Taylor
2886,Apartment,South Lake Union,894073,910594,69,Laura Johnson
2887,House,West Seattle,389748,366621,68,Chris Taylor
2888,Apartment,Downtown,1431851,1590827,10,Tom Williams
2889,House,Beacon Hill,1322796,1306092,120,Jane Taylor
2890,House,Capitol Hill,995133,1061745,27,Laura Davis
2891,Condo,South Lake Union,1377948,1518753,53,Lisa Moore
2892,Apartment,South Lake Union,318490,345461,28,David Miller
2893,Condo,South Lake Union,336710,311063,118,Chris Johnson
2894,Apartment,Capitol Hill,674301,735650,109,Laura Brown
2895,Apartment,Ballard,1436551,1344835,19,Sarah Johnson
2896,Apartment,Beacon Hill,529186,613852,17,Mike Jones
2897,House,Northgate,1163963,1193526,43,Sarah Moore
2898,Apartment,South Lake Union,885592,953619,27,Sarah Jones
2899,House,South Lake Union,1011632,1048003,71,Emily Williams
2900,Condo,Northgate,1200396,1186422,119,John Brown
2901,Apartment,Capitol Hill,1083382,1081349,31,Laura Williams
2902,Condo,South Lake Union,707125,847709,4,Laura Brown
2903,Condo,Ballard,553056,653427,118,Sarah Moore
2904,Apartment,West Seattle,623605,568689,24,John Wilson
2905,Condo,Beacon Hill,972919,1098641,115,Emily Williams
2906,Condo,South Lake Union,851303,976244,105,Emily Miller
2907,Condo,West Seattle,494634,528543,79,Sarah Moore
2908,House,Beacon Hill,739837,740360,43,Lisa Smith
2909,Condo,Northgate,976430,985725,96,Chris Taylor
2910,Condo,Northgate,1480577,1745624,85,David Davis
2911,Condo,South Lake Union,544803,598042,18,Laura Davis
2912,Condo,Northgate,544148,491324,98,Sarah Jones
2913,Condo,Downtown,1373489,1510828,65,Emily Jones
2914,Apartment,South Lake Union,1240183,1393214,9,Tom Moore
2915,Condo,Capitol Hill,536668,627213,61,Chris Miller
2916,Condo,Downtown,975502,1053668,91,David Williams
2917,House,Beacon Hill,320174,376062,15,Laura Johnson
2918,House,Capitol Hill,473709,437158,50,Tom Williams
2919,House,Northgate,494620,525178,77,David Williams
2920,House,Beacon Hill,1033856,1013463,111,Chris Taylor
2921,Condo,Ballard,549404,627139,73,David Wilson
2922,Apartment,Beacon Hill,591437,532538,97,Laura Moore
2923,House,Beacon Hill,824997,874686,101,Emily Smith
2924,House,South Lake Union,1336651,1356134,100,Lisa Moore
2925,Condo,Ballard,886898,1011842,91,Mike Johnson
2926,House,Capitol Hill,1008478,1040946,102,Mike Williams
2927,House,Ballard,457665,472348,30,Jane Johnson
2928,Apartment,Beacon Hill,624341,596274,23,Sarah Moore
2929,Apartment,Downtown,548846,537348,101,Tom Jones
2930,Apartment,South Lake Union,887516,907428,24,Lisa Jones
2931,Apartment,West Seattle,482281,492440,81,Laura Jones
2932,Apartment,Ballard,448158,425265,28,Laura Taylor
2933,House,Downtown,308838,360381,88,Tom Williams
2934,Condo,Northgate,1448335,1335353,117,Lisa Johnson
2935,House,Beacon Hill,869334,844135,15,John Davis
2936,Condo,Northgate,343092,314505,89,Emily Williams
2937,Apartment,Northgate,1132592,1354901,65,Sarah Moore
2938,Apartment,Downtown,1364854,1452057,80,Chris Williams
2939,Condo,West Seattle,1352371,1228513,25,Mike Brown
2940,House,Capitol Hill,380753,357969,79,Mike Brown
2941,House,West Seattle,646897,587804,22,Tom Taylor
2942,House,Capitol Hill,854516,803686,69,Sarah Smith
2943,Apartment,West Seattle,1068154,1164654,112,Emily Jones
2944,Apartment,South Lake Union,666611,779962,30,Sarah Taylor
2945,Condo,West Seattle,415412,412497,97,Sarah Moore
2946,House,Northgate,798968,755294,65,Sarah Smith
2947,Apartment,Capitol Hill,496067,547856,8,Tom Jones
2948,Apartment,Downtown,1442202,1670037,42,Chris Moore
2949,Condo,South Lake Union,886259,1061756,26,Sarah Smith
2950,Condo,Northgate,1210063,1124556,31,Chris Moore
2951,Condo,West Seattle,867173,845083,103,Sarah Moore
2952,Apartment,South Lake Union,1483065,1740801,38,Tom Jones
2953,Condo,Beacon Hill,374356,352603,91,Sarah Taylor
2954,House,West Seattle,919014,1031780,88,David Davis
2955,Apartment,West Seattle,647754,761585,47,Laura Moore
2956,Condo,Beacon Hill,432192,506646,112,Emily Johnson
2957,Apartment,Downtown,1276263,1235950,55,David Williams
2958,Condo,Downtown,387723,377907,96,Mike Miller
2959,Apartment,Northgate,1482628,1337394,42,Tom Davis
2960,Condo,West Seattle,900757,1059377,69,Emily Miller
2961,Condo,Northgate,716542,679910,112,Chris Smith
2962,House,West Seattle,1247892,1123973,69,Emily Brown
2963,Condo,Downtown,666706,609939,59,Sarah Smith
2964,Apartment,South Lake Union,1356434,1555356,35,Emily Davis
2965,House,Ballard,1283863,1514458,33,John Moore
2966,Condo,Northgate,726714,679330,10,Lisa Moore
2967,Condo,Capitol Hill,1266474,1209571,14,Laura Brown
2968,Apartment,Capitol Hill,1212287,1446665,38,Lisa Moore
2969,House,Downtown,943299,998102,102,Mike Davis
2970,House,Downtown,515481,534991,81,Jane Davis
2971,Condo,Northgate,465694,546861,118,David Miller
2972,Condo,Ballard,1055860,953379,5,Lisa Brown
2973,Apartment,Northgate,781867,922381,80,Emily Brown
2974,House,Ballard,1021328,1043449,102,Tom Wilson
2975,Apartment,Northgate,512175,471161,95,Emily Smith
2976,Apartment,South Lake Union,1336850,1290867,22,Tom Wilson
2977,House,Capitol Hill,1001942,1160792,107,Sarah Smith
2978,House,Ballard,1120216,1219022,101,Tom Wilson
2979,Apartment,Downtown,1076864,1290383,107,Jane Johnson
2980,Condo,West Seattle,900821,1003715,5,Tom Taylor
2981,Condo,South Lake Union,576870,603462,70,John Williams
2982,House,South Lake Union,640022,703338,91,Mike Davis
2983,House,West Seattle,1242709,1303290,27,John Williams
2984,Apartment,Ballard,328578,304718,52,Lisa Wilson
2985,House,Beacon Hill,1429702,1484851,98,Laura Johnson
2986,House,Downtown,389861,366310,116,Sarah Moore
2987,Condo,Beacon Hill,1455422,1444938,2,Sarah Moore
2988,House,West Seattle,1281793,1336940,12,Sarah Moore
2989,House,Downtown,947970,909156,103,David Davis
2990,Condo,South Lake Union,851685,867807,15,Laura Taylor
2991,House,South Lake Union,1161239,1261240,66,David Davis
2992,House,Ballard,975286,1042788,68,Jane Davis
2993,House,Capitol Hill,1386692,1478245,68,David Smith
2994,Apartment,South Lake Union,1371105,1462585,99,Chris Taylor
2995,House,West Seattle,623185,567004,106,Jane Smith
2996,Condo,Capitol Hill,1026700,1047803,72,Chris Miller
2997,Apartment,Beacon Hill,1296093,1518058,44,Tom Wilson
2998,Condo,Downtown,671587,682829,120,Emily Davis
2999,House,Capitol Hill,1119116,1329162,26,David Miller
3000,Apartment,Beacon Hill,1354429,1582816,66,Tom Davis
3001,Apartment,West Seattle,1199623,1411726,10,Chris Johnson
3002,Apartment,South Lake Union,1130188,1083240,94,Mike Miller
3003,Apartment,Ballard,624680,731335,41,Mike Williams
3004,Condo,Ballard,861967,969533,54,John Williams
3005,Condo,Ballard,1451845,1310477,4,Chris Jones
3006,Condo,Ballard,413842,477415,11,Emily Miller
3007,Condo,Northgate,1101297,1237422,78,Sarah Williams
3008,Condo,Downtown,586521,577668,69,David Williams
3009,Apartment,Northgate,530303,519946,18,Tom Wilson
3010,Apartment,South Lake Union,1301017,1417726,46,Mike Williams
3011,Apartment,Beacon Hill,886038,890988,106,John Williams
3012,Condo,Northgate,408129,400804,61,Chris Miller
3013,Condo,Downtown,303677,345063,84,Lisa Johnson
3014,Condo,South Lake Union,1407958,1569612,63,Sarah Taylor
3015,House,South Lake Union,581972,603656,18,Mike Miller
3016,House,West Seattle,645785,614090,49,Jane Brown
3017,House,Beacon Hill,1010425,1199084,65,Jane Davis
3018,House,Beacon Hill,352376,326672,108,Lisa Brown
3019,Condo,Beacon Hill,829248,771671,86,Emily Smith
3020,Condo,Capitol Hill,667177,627323,118,John Jones
3021,House,Capitol Hill,1321136,1376407,2,David Davis
3022,Condo,Ballard,981913,1037390,110,Mike Miller
3023,Apartment,Ballard,995650,1087073,19,Emily Johnson
3024,Condo,Beacon Hill,602178,641507,23,Sarah Moore
3025,Apartment,Ballard,641756,612036,86,David Miller
3026,Apartment,Northgate,1491645,1753801,79,Chris Johnson
3027,House,Ballard,596341,596472,10,Jane Johnson
3028,Apartment,Beacon Hill,387344,354808,88,Laura Williams
3029,Apartment,Northgate,659501,785158,111,Emily Davis
3030,Apartment,Ballard,1175801,1400317,53,David Davis
3031,House,West Seattle,972776,1059195,2,Mike Davis
3032,House,Downtown,1354740,1373707,25,Jane Brown
3033,Condo,Capitol Hill,542457,585336,72,Mike Jones
3034,House,Capitol Hill,563250,561026,100,Sarah Wilson
3035,Apartment,Beacon Hill,1269351,1358221,28,Mike Moore
3036,Condo,Capitol Hill,533405,485729,12,Mike Smith
3037,House,West Seattle,666702,780483,51,John Jones
3038,Apartment,South Lake Union,1289359,1244791,13,Laura Davis
3039,Condo,Northgate,1372766,1286840,45,Lisa Johnson
3040,House,Northgate,1385905,1487301,41,Tom Taylor
3041,Condo,Ballard,1343396,1457264,114,Mike Miller
3042,Condo,Ballard,1143791,1059292,42,Jane Brown
3043,House,Northgate,864906,825205,78,Lisa Smith
3044,Condo,South Lake Union,896207,954310,118,Jane Taylor
3045,Apartment,Downtown,393096,413593,44,Mike Davis
3046,Apartment,Northgate,1343755,1569538,116,Emily Wilson
3047,Apartment,Northgate,440335,445700,115,Emily Brown
3048,Condo,Ballard,1030967,961029,55,Emily Jones
3049,Apartment,South Lake Union,818702,782996,108,Chris Wilson
3050,Apartment,Downtown,1157582,1273215,86,David Davis
3051,Apartment,Downtown,1178670,1127574,56,Tom Smith
3052,Condo,Ballard,1105649,1072907,42,Sarah Moore
3053,House,Beacon Hill,1156150,1233507,20,Laura Johnson
3054,Apartment,Ballard,341359,340274,33,Sarah Taylor
3055,House,Beacon Hill,522127,602097,67,Emily Johnson
3056,House,West Seattle,1356512,1476720,19,Chris Brown
3057,Apartment,Northgate,1420660,1406321,59,Laura Taylor
3058,Condo,West Seattle,358567,324054,13,Chris Jones
3059,House,Ballard,1313757,1365873,107,Jane Davis
3060,Condo,Downtown,365326,417418,50,Jane Taylor
3061,Apartment,Beacon Hill,900065,846366,105,Sarah Johnson
3062,Apartment,South Lake Union,610039,731544,49,Tom Jones
3063,House,West Seattle,1137615,1061846,1,Jane Wilson
3064,Condo,West Seattle,1099716,1260608,109,Emily Smith
3065,House,South Lake Union,786435,777391,54,Emily Jones
3066,House,Beacon Hill,1272557,1412561,66,Laura Miller
3067,House,Beacon Hill,505681,596630,73,Chris Taylor
3068,House,South Lake Union,843820,821391,45,Mike Moore
3069,Apartment,Northgate,620907,712878,23,Sarah Williams
3070,House,West Seattle,1240387,1419921,96,Mike Moore
3071,Apartment,Beacon Hill,854695,915451,59,Chris Taylor
3072,Condo,South Lake Union,767786,737172,106,Lisa Moore
3073,Apartment,West Seattle,1332549,1199477,57,Sarah Williams
3074,Apartment,West Seattle,1333288,1476081,45,Tom Davis
3075,Apartment,Downtown,1038710,965980,84,Lisa Johnson
3076,Apartment,Ballard,751378,856193,35,Lisa Johnson
3077,House,Beacon Hill,1155186,1329600,30,Sarah Moore
3078,Apartment,Beacon Hill,503220,527717,7,David Miller
3079,Apartment,Downtown,698321,830123,78,Laura Jones
3080,House,South Lake Union,931572,1039435,7,Sarah Taylor
3081,Condo,West Seattle,789510,918364,40,Chris Miller
3082,Condo,Beacon Hill,623217,685339,106,Chris Smith
3083,House,South Lake Union,663233,763569,7,Emily Moore
3084,Condo,Northgate,704978,755809,22,Tom Wilson
3085,House,Capitol Hill,1316988,1355562,74,Mike Davis
3086,House,Capitol Hill,865535,967194,102,Emily Davis
3087,Apartment,West Seattle,1260552,1208050,76,David Miller
3088,Apartment,South Lake Union,340834,402971,93,Emily Wilson
3089,Apartment,Beacon Hill,1437206,1581054,88,Mike Brown
3090,Apartment,Ballard,472711,466892,83,Tom Taylor
3091,Apartment,Downtown,1323205,1296432,21,Lisa Wilson
3092,House,Beacon Hill,421225,459446,101,Tom Jones
3093,Apartment,West Seattle,445021,525220,110,Emily Johnson
3094,House,South Lake Union,752189,687821,27,Chris Williams
3095,Condo,Beacon Hill,474727,491713,60,Jane Williams
3096,House,Northgate,1343764,1393668,43,David Taylor
3097,Condo,Beacon Hill,724029,859433,17,Tom Jones
3098,House,Downtown,1398115,1294442,66,Laura Smith
3099,Condo,South Lake Union,761687,685594,71,David Johnson
3100,Condo,Downtown,885744,1017095,43,John Jones
3101,Apartment,Beacon Hill,1344505,1255861,109,Mike Taylor
3102,Condo,Northgate,1267313,1365750,105,Tom Moore
3103,Apartment,Northgate,1212276,1435560,19,Chris Miller
3104,Condo,West Seattle,514605,512516,67,Chris Miller
3105,House,West Seattle,438094,522921,84,Emily Jones
3106,Condo,West Seattle,1166876,1268429,56,Lisa Jones
3107,Apartment,Northgate,873773,883050,119,David Williams
3108,Apartment,West Seattle,572252,576059,49,Tom Taylor
3109,Condo,Northgate,802575,838335,54,Sarah Moore
